Nom Produits;Année;Mois;Quantité commandé;Montant commandé
Vifex sp FL/100ml;2023;9;18;29 886
Vifex sp FL/100ml;2023;3;40;66 247
Vifex sp FL/100ml;2023;8;28;46 505
Vifex sp FL/100ml;2023;5;25;41 503
Vifex sp FL/100ml;2023;1;23;38 194
Visceralgine 20mg suppo B/20;2023;9;19;31 099
Visceralgine 20mg suppo B/20;2023;3;22;36 101
Visceralgine 20mg suppo B/20;2023;6;20;32 804
Visceralgine 20mg suppo B/20;2023;5;12;19 686
Visceralgine 20mg suppo B/20;2023;7;14;22 941
Visceralgine 20mg suppo B/20;2023;1;10;16 404
Visceralgine sp FL/150ml ;2023;4;15;24 577
Visceralgine sp FL/150ml ;2023;6;15;24 590
Visceralgine sp FL/150ml ;2023;3;32;52 389
Visceralgine sp FL/150ml ;2023;1;19;31 120
Visceralgine sp FL/150ml ;2023;5;17;27 888
Visceralgine sp FL/150ml ;2023;9;9;14 586
Visceralgine sp FL/150ml ;2023;7;22;36 077
Visceralgine sp FL/150ml ;2023;8;29;47 537
Visceralgine sp FL/150ml ;2023;2;28;45 694
Vitabact cy FL/10ml;2023;9;14;15 970
Vitabact cy FL/10ml;2023;3;13;14 817
Vitabact cy FL/10ml;2023;5;19;21 691
Vitabact cy FL/10ml;2023;1;9;10 281
Vitabact cy FL/10ml;2023;6;9;10 281
Vitabact cy FL/10ml;2023;2;14;15 981
Vitabact cy FL/10ml;2023;4;10;11 424
Vitagen detail;2023;8;9;4 600
Vitapetine sp FL/125ml;2023;1;10;32 644
Vitapetine sp FL/125ml;2023;5;10;32 914
Vitavit sp FL/100ml;2023;4;15;35 491
Vitavit sp FL/100ml;2023;6;10;23 658
Vitavit sp FL/100ml;2023;8;18;42 611
Vitavit sp FL/100ml;2023;7;10;23 943
Vitavit sp FL/100ml;2023;5;20;47 036
Vitavit sp FL/100ml;2023;3;15;35 514
Vit B12 Gerda 1000ug amp  4ml B/6;2023;9;10;7 400
Vit b denk  b1/00 detail;2023;3;19;27 647
Vit b denk  b1/00 detail;2023;4;19;20 937
Vit b denk  b1/00 detail;2023;5;20;21 678
Vit b denk  b1/00 detail;2023;2;11;8 240
Vit b denk  b1/00 detail;2023;7;63;47 210
Vit b denk  b1/00 detail;2023;6;37;34 440
Vit b denk  b1/00 detail;2023;8;53;39 650
Vit Ccreat cp  sucer plaq /10x10;2023;9;10;3 740
Vogalene 5mg suppo B/10;2023;3;30;32 216
Vogalene 5mg suppo B/10;2023;7;18;19 353
Vogalene 5mg suppo B/10;2023;6;16;17 199
Vogalene 5mg suppo B/10;2023;5;22;23 622
Vogalene 5mg suppo B/10;2023;4;21;22 580
Vogalene 5mg suppo B/10;2023;1;10;10 773
Vogalene 5mg suppo B/10;2023;8;16;17 202
Vogalene 5mg suppo B/10;2023;2;30;32 251
Vogalene amp inj 1 ml B/10;2023;2;13;30 722
Vogalene sp FL/150ml;2023;4;14;37 164
Vogalene sp FL/150ml;2023;7;8;21 241
Vogalene sp FL/150ml;2023;8;13;34 346
Vogalene sp FL/150ml;2023;1;19;50 366
Vogalene sp FL/150ml;2023;2;24;63 587
Vogalene sp FL/150ml;2023;3;20;53 053
Vogalene sp FL/150ml;2023;5;9;23 892
Volini gel T/30g;2023;6;15;17 443
Volini gel T/30g;2023;7;9;10 479
Volini gel T/30g;2023;2;22;25 613
Volini gel T/30g;2023;8;9;10 105
Volini gel T/30g;2023;5;16;18 503
Volini gel T/30g;2023;3;12;13 941
Volini gel T/30g;2023;1;23;26 747
Volini gel T/30g;2023;4;8;9 306
Voltarene emulgel 1% T/50g;2023;3;17;32 891
Voltarene emulgel 1% T/50g;2023;7;14;26 545
Voltarene emulgel 1% T/50g;2023;1;9;17 435
Voltarene emulgel 1% T/50g;2023;6;12;23 207
Voltarene emulgel 1% T/50g;2023;4;21;40 618
Voltarene emulgel 1% T/50g;2023;2;26;50 361
Voltarene emulgel 1% T/50g;2023;5;12;23 128
Voltarene emulgel 1% T/50g;2023;8;12;23 148
Voltfast sachets;2023;1;9;28 563
Voltfast sachets;2023;2;11;34 898
Vovgel;2023;8;25;33 777
Vovgel;2023;4;23;22 961
Vovgel;2023;9;14;13 943
Vovgel;2023;5;22;21 961
Vovgel;2023;2;29;28 587
Vovgel;2023;6;13;12 923
Vovgel;2023;7;21;20 957
Vovgel;2023;3;22;21 713
Wormin 100mg susp f/30ml;2023;4;19;20 615
Wormin 100mg susp f/30ml;2023;3;48;51 163
Wormin 100mg susp f/30ml;2023;5;16;17 362
Wormin 100mg susp f/30ml;2023;8;37;40 172
Wormin 100mg susp f/30ml;2023;9;26;26 383
Wormin 100mg susp f/30ml;2023;6;15;17 015
Wormin 100mg susp f/30ml;2023;7;9;9 769
Wormin 100mg susp f/30ml;2023;2;31;33 521
Wormin 100mg susp f/30ml;2023;1;46;49 914
Wormin 500mg cp B/1;2023;8;53;26 497
Wormin 500mg cp B/1;2023;9;41;20 392
Wormin 500mg cp B/1;2023;1;24;13 168
Wormin 500mg cp B/1;2023;5;35;17 485
Wormin 500mg cp B/1;2023;7;33;16 498
Wormin 500mg cp B/1;2023;6;20;8 198
Wormin 500mg cp B/1;2023;3;37;18 374
Wormin 500mg cp B/1;2023;2;33;16 350
Wormin 500mg cp B/1;2023;4;37;18 500
Xykaa extend 1000mg cp b/20;2023;5;27;74 101
Xykaa extend 1000mg cp b/20;2023;7;25;68 143
Xykaa extend 1000mg cp b/20;2023;6;8;21 952
Xykaa extend 1000mg cp b/20;2023;9;13;35 682
Xykaa extend 1000mg cp b/20;2023;3;19;52 112
Xykaa extend 1000mg cp b/20;2023;8;15;41 186
Xykaa extend 1000mg cp b/20;2023;1;17;44 926
Xykaa extend 1000mg cp b/20;2023;2;12;32 898
Xykaa extend 1000mg cp b/20;2023;4;28;76 817
Xykaa rapid 500mg cp b/20;2023;7;11;10 237
Xykaa rapid 500mg cp b/20;2023;9;8;7 392
Xykaa rapid 500mg cp b/20;2023;2;8;9 263
Xykaa rapid 500mg cp b/20;2023;8;9;8 412
Zeben cp B/1;2023;1;9;5 859
Zeben cp B/1;2023;5;17;11 009
Zeben cp B/1;2023;8;17;11 052
Zeben cp B/1;2023;9;34;22 170
Zeben cp B/1;2023;4;22;14 293
Zeben cp B/1;2023;3;10;6 492
Zeben cp B/1;2023;7;14;9 082
Zenmag gï¿½lules b/32;2023;3;9;30 644
Zentel cp B/1;2023;1;61;91 744
Zentel sp Fl/10ml;2023;2;28;49 352
Zentel sp Fl/10ml;2023;1;28;49 788
Zerodol P B/10;2023;4;9;26 951
Zing OD 20mg cp disp b/10;2023;2;8;10 568
Zing OD 20mg cp disp b/10;2023;8;13;17 193
Zing sirop;2023;3;18;37 063
Zing sirop;2023;6;8;15 687
Zing sirop;2023;8;16;32 878
Zing sirop;2023;2;12;24 638
Zing sirop;2023;1;14;29 600
Zing sirop;2023;7;9;18 506
Zing sirop;2023;9;8;16 456
Zocin 500mg cp;2023;4;14;67 258
Zocin 500mg cp;2023;5;14;70 364
Zocin 500mg cp;2023;7;14;68 813
Zocin 500mg cp;2023;8;12;58 758
Zocin 500mg cp;2023;1;10;50 260
Zocin 500mg cp;2023;2;12;58 759
Zocin 500mg cp;2023;6;10;50 264
Zocin sp 15ml;2023;7;11;38 159
Zocin sp 15ml;2023;2;8;27 742
Zocin sp 15ml;2023;3;9;31 219
Zocin sp 15ml;2023;4;10;35 050
Zocin sp 15ml;2023;8;12;41 794
;;;;
